BSE_SYMBOL,NSE_SYMBOL,COMPANY_NAME,ISIN
BRGIL, ,B.R.Goyal Infrastructure Ltd,INE00ST01011
LGBFORGE, ,LGB Forge Ltd,INE201J01017
CONART, ,Conart Engineers Ltd-$,INE714D01020
ADVIKCA, ,Advik Capital Ltd,INE178T01024
PHOTOQUP, ,Photoquip India Ltd,INE813B01016
REMLIFE, ,Remedium Lifecare Ltd,INE549S01036
LIBORDFIN, ,Libord Finance Ltd,INE212B01011
RAMASIGNS, ,Ramasigns Industries Ltd,INE650D01026
TSPIRITUAL, ,T Spiritual World Ltd,INE541C01037
GAYATRIBI, ,Gayatri BioOrganics Ltd,INE052E01015
LICNETFSEN, ,LIC MF EXCHANGE TRADED FUND- SENSEX,INF767K01OT5
DFL, ,Decillion Finance Ltd,INE848N01017
WMINIMT, ,Western Ministil Ltd,INE187U01015
INTSTOIL, ,Inter State Oil Carrier Ltd,INE003B01014
NETLINK, ,Netlink Solutions India Ltd,INE040F01033
ACLD, ,Aelea Commodities Ltd,INE0T3401029
SGMART, ,SG Mart Ltd,INE385F01024
CRSL, ,Cressanda Railway Solutions Ltd,INE716D01033
AMTL, ,Advance Metering Technology Ltd,INE436N01029
SUNGOLD, ,Sungold Capital Ltd,INE271D01013
DGL, ,Diksha Greens Ltd,INE01GR01018
WESTLEIRES, ,West Leisure Resorts Ltd,INE266P01017
RASRESOR, ,Ras Resorts & Apart Hotels Ltd,INE651D01016
KEERTHI, ,Keerthi Industries Ltd,INE145L01012
08ABB, ,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT BONUS PLAN(Issue Price: 0.01),INF204KB17R6
GARMNTMNTR, ,Garment Mantra Lifestyle Ltd,INE653S01028
KINETICENG, ,Kinetic Engineering Ltd,INE266B01017
RFL, ,Ruparel Food Products Ltd,INE239B01014
FORTISMLR, ,Fortis Malar Hospitals Ltd,INE842B01015
PRADHIN, ,Pradhin Ltd,INE656B01027
BENGALASM, ,Bengal & Assam Company Ltd,INE083K01017
RAMINFO, ,Raminfo Ltd,INE357B01022
ANKIN, ,Anka India Ltd,INE067C01025
PHOENIXTN, ,Phoenix Township Ltd,INE977M01024
AEIM, ,Artificial Electronics Intelligent Material Ltd,INE072B01027
PQIF, ,Polo Queen Industrial and Fintech Ltd,INE689M01025
SHIVA, ,Shivansh Finserve Ltd,INE728Q01014
KAKA, ,Kaka Industries Ltd,INE0P3N01018
UVS, ,UVS Hospitality And Services Ltd,INE528C01018
SCL, ,Sunshine Capital Ltd,INE974F01025
EPBIO, ,EP Biocomposites Ltd,INE0D2I01014
RSTL, ,Riddhi Steel and Tube Ltd,INE367U01013
AIML, ,Alliance Integrated Metaliks Ltd,INE123D01024
HDFCSML250, ,HDFC NIFTY Smallcap 250 ETF,INF179KC1FB2
LADDERUP, ,Ladderup Finance Ltd,INE519D01015
VANDAN, ,Vandan Foods Ltd,INE0RDJ01019
CESL, ,CES Ltd,INE396F01013
AJWAFUN, ,Ajwa Fun World & Resort Ltd,INE863E01015
MATHEWE, ,Mathew Easow Research Securities Ltd,INE963B01019
VELJAN, ,Veljan Denison Ltd,INE232E01013
LEX, ,Lex Nimble Solutions Ltd,INE860Y01019
BANKBEES, ,Nippon India ETF Nifty Bank BeES,INF204KB15I9
KAMATS, ,Vikram Kamats Hospitality Ltd,INE564S01019
INFLAME, ,Inflame Appliances Ltd,INE464Z01017
PATANGPP, ,KATI PATANG LIFESTYLE Ltd,IN9237C01014
JAYTEX, ,Jaybharat Textiles and Real Estate Ltd,INE091E01039
KONARKSY, ,Konark Synthetic Ltd,INE517D01019
DHPIND, ,DHP India Ltd,INE590D01016
YASHCHEM, ,Yash Chemex Ltd,INE571U01010
HATHWAYB, ,Hathway Bhawani Cabletel & Datacom Ltd,INE525B01016
MRUTR, ,Mrugesh Trading Ltd,INE738D01029
KASHYAP, ,Kashyap Tele-Medicines Ltd,INE108B01029
UNIOFFICE, ,Universal Office Automation Ltd,INE951C01012
INDAGIV, ,Ind Agiv Commerce Ltd,INE115E01010
SUNRINV, ,Sunrise Industrial Traders Ltd,INE371U01015
NATPLY, ,National Plywood Industries Ltd,INE497C01016
11MPR, ,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANREINVESTMENT,INF204KB16U2
YASHMGM, ,Yash Management & Satellite Ltd,INE216B01012
FUTSOL, ,Futuristic Solutions Ltd,INE241F01011
MIDINDIA, ,Mid India Industries Ltd,INE401C01018
WHITHAL, ,White Hall Commercial Company Ltd,INE416X01012
CINDHO, ,Cindrella Hotels Ltd-$,INE908C01012
CENLUB, ,Cenlub Industries Ltd,INE627F01011
AUROLAB, ,Auro Laboratories Ltd,INE292C01011
INDCTST, ,Inducto Steel Ltd,INE146H01018
AIMCOPEST, ,Aimco Pesticides Ltd,INE008B01013
EMMFORCE, ,Emmforce Autotech Ltd,INE0SDC01012
KENVI, ,Kenvi Jewels Ltd,INE923Y01023
PANCHMAHQ, ,Panchmahal Steel Ltd,INE798F01010
ANGEL, ,Angel Fibers Ltd,INE339Z01011
MAGENTA, ,Magenta Lifecare Ltd,INE0QZ901011
ENCASH, ,Encash Entertainment Ltd,INE552Q01018
ABHIFIN, ,Abhishek Finlease Ltd,INE723C01015
SATTRIX, ,Sattrix Information Security Ltd,INE0QUV01010
SAMINDUS, ,Sam Industries Ltd,INE653D01012
SIELFNS, ,Siel Financial Services Ltd,INE027F01014
3BBLACKBIO, ,3B BlackBio Dx Ltd,INE994E01018
VBIND, ,V B Industries Ltd,INE334E01017
KIDUJA, ,Kiduja India Ltd,INE845A01028
INRADIA, ,India Radiators Ltd,INE461Y01016
ECOHOTELS, ,Eco Hotels And Resorts Ltd,INE638N01012
SICAPIT, ,SI Capital & Financial Services Ltd,INE417F01017
NOGMIND, ,Neogem India Ltd,INE552E01014
PURSHOTTAM, ,Purshottam Investofin Ltd,INE729C01020
WAA, ,Waa Solar Ltd,INE799N01012
COMFINTE, ,Comfort Intech Ltd-$,INE819A01049
MPILCORPL, ,MPIL Corporation Ltd,INE844C01027
PHARMAID, ,Pharmaids Pharmaceuticals Ltd,INE117D01018
ELPROINTL, ,Elpro International Ltd,INE579B01039
FRASER, ,Fraser and Company Ltd,INE184Q01010
MSECL, ,Monarch Surveyors and Engineering Consultants Ltd,INE0V0L01028
DRA, ,DRA Consultants Ltd,INE746V01016
PROFINC, ,Pro Fin Capital Services Ltd,INE732K01027
SHBAJRG, ,Shri Bajrang Alliance Ltd,INE402H01015
CHECKPOINT, ,Checkpoint Trends Ltd,INE396H01019
SULABEN, ,Sulabh Engineers & Services Ltd,INE673M01029
AIRLTD, ,Avishkar Infra Realty Ltd,INE433O01024
BRAWN, ,Brawn Biotech Ltd,INE899B01015
11AMR, ,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANREINVESTMENT,INF204KB19T8
VERITAS, ,Veritas (India) Ltd,INE379J01029
OMANSH, ,Omansh Enterprises Ltd,INE378P01036
KISAAN, ,Kisaan Parivar Industries Ltd,INE102C01020
MADHUDIN, ,Madhusudan Industries Ltd,INE469C01023
SIMPLEXCAS, ,Simplex Castings Ltd,INE658D01011
VCU, ,VCU Data Management Ltd,INE962O01014
SHANGAR, ,Shangar Decor Ltd,INE118R01032
GEMENVIRO, ,GEM Enviro Management Ltd,INE0RUJ01013
POLOHOT, ,Polo Hotels Ltd,INE084C01012
NATPLAS, ,National Plastic Industries Ltd,INE233D01013
NOL, ,National Oxygen Ltd,INE296D01010
UNRYLMA, ,Uniroyal Marine Exports Ltd,INE602H01010
HINDMILL, ,Hindoostan Mills Ltd,INE832D01020
WELCURE, ,Welcure Drugs & Pharmaceuticals Ltd,INE331C01017
YUNIKM, ,Yunik Managing Advisors Ltd,INE143K01019
SYNTHFO, ,Synthiko Foils Ltd,INE363L01029
JETMALL, ,Jetmall Spices and Masala Ltd,INE0D9X01018
EUROASIA, ,Euro Asia Exports Ltd,INE535P01015
SINGER, ,Singer India Ltd,INE638A01035
ORIRAIL, ,Oriental Rail Infrastructure Ltd,INE457G01029
MFLINDIA, ,MFL India Ltd,INE244C01020
AVONMERC, ,Avon Mercantile Ltd,INE471D01019
AMFORG, ,Amforge Industries Ltd,INE991A01020
ECS, ,ECS Biztech Ltd,INE925Q01024
ASMTEC, ,ASM Technologies Ltd,INE867C01010
KIRLFER, ,Kirloskar Ferrous Industries Ltd,INE884B01025
SAFE, ,Sodhani Academy of Fintech Enablers Ltd,INE0Q3401017
SWASTIVI, ,Swasti Vinayaka Synthetics Ltd,INE804A01025
HUIL, ,Hindusthan Urban Infrastructure Ltd,INE799B01017
MONQ50, ,Motilal Oswal Nasdaq Q 50 ETF,INF247L01AU3
RADIXIND, ,Radix Industries (India) Ltd,INE576N01014
RISHYRN, ,Rishab Special Yarns Ltd,INE351D01013
GVFILM, ,GV Films Ltd,INE395B01048
BAJAJST, ,Bajaj Steel Industries Ltd,INE704G01024
08ADR, ,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01),INF204KB12S5
JSHL, ,JLA Infraville Shoppers Ltd,INE401Q01018
MANRAJH, ,Manraj Housing Finance Ltd,INE948I01015
KAYCEEI, ,Kaycee Industries Ltd,INE813G01023
MONEYBOXX, ,Moneyboxx Finance Ltd,INE296Q01012
SHGANEL, ,Shree Ganesh Elastoplast Ltd,INE400N01017
METAL, ,Mirae Asset Nifty Metal ETF,INF769K01LY7
11DPR, ,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND REINVESTMENT,INF204KB14U7
DECIPHER, ,Decipher Labs Ltd,INE643N01012
SIMRAN, ,Simran Farms Ltd,INE354D01017
DECNGOLD, ,Deccan Gold Mines Ltd,INE945F01025
SGFRL, ,Suyog Gurbaxani Funicular Ropeways Ltd,INE07GA01011
MNPLFIN, ,Manipal Finance Corporation Ltd,INE798E01013
SHRJAGP, ,Shri Jagdamba Polymers Ltd,INE564J01026
MEERA, ,Meera Industries Ltd,INE343X01018
RAFL, ,Raghuvansh Agrofarms Ltd,INE865P01016
SUDARSHAN, ,Sudarshan Pharma Industries Ltd,INE00TV01023
TIHIL, ,Trans India House Impex Ltd,INE502D01011
SHREMETAL, ,Shree Metalloys Ltd,INE914B01012
EVIETF, ,ICICI Prudential Nifty EV & New Age Automotive ETF,INF109K1A153
BLOIN, ,Bloom Industries Ltd,INE373E01015
MMWL, ,Media Matrix Worldwide Ltd,INE200D01020
ENTRINT, ,Enterprise International Ltd,INE439G01019
VIRAT, ,Virat Industries Ltd,INE467D01017
MARIS, ,Maris Spinners Ltd-$,INE866D01010
GBLOGISTIC, ,GB Logistics Commerce Ltd,INE0RWU01016
UNITINT, ,Unitech International Ltd,INE929K01011
VSDCONF, ,VSD Confin Ltd,INE489F01016
11QPR, ,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2QUARTERLY DIVIDEND PLANREINVESTMENT,INF204KB12U1
TIRUSTA, ,Tirupati Starch & Chemicals Ltd,INE314D01011
GENSOL, ,Gensol Engineering Ltd,INE06H201014
BBNPNBETF, ,Baroda BNP Paribas Nifty Bank ETF,INF251K01TL6
AMERISE, ,Amerise Biosciences Ltd,INE673C01020
MAHALXSE, ,Mahalaxmi Seamless Ltd-$,INE257F01017
QUINT, ,Quint Digital Ltd,INE641R01017
ICSL, ,Integrated Capital Services Ltd,INE682B01023
ASHIKA, ,Ashika Credit Capital Ltd,INE094B01013
PARMSILK, ,Parmeshwari Silk Mills Ltd,INE808R01012
SNIM, ,Svarnim Trade Udyog Ltd,INE730R01042
SIEL, ,Superior Industrial Enterprises Ltd,INE843L01012
SHUKJEW, ,Shukra Jewellery Ltd,INE344E01016
SOURCENTRL, ,Source Natural Foods and Herbal Supplements Ltd,INE679C01027
PALMJEWELS, ,Palm Jewels Ltd,INE838Z01012
ASIAN, ,Asian Warehousing Ltd,INE04Z101016
RICHAIND, ,Richa Industries Ltd,INE516H01012
ZODIACVEN, ,Zodiac Ventures Ltd,INE945J01027
NIMBSPROJ, ,Nimbus Projects Ltd,INE875B01015
ALFREDHE, ,Alfred Herbert India Ltd,INE782D01027
CORAGRO, ,Coromandel Agro Products & Oils Ltd,INE495D01018
RKDAGRRTL, ,RKD Agri & Retail Ltd,INE552N01023
TVOLCON, ,Tivoli Construction Ltd,INE747V01014
THAKRAL, ,Thakral Services India Ltd,INE190F01028
CUBIFIN, ,Cubical Financial Services Ltd,INE717D01023
KALYANCAP, ,Kalyan Capitals Ltd,INE149Q01021
TANFACIND, ,TANFAC Industries Ltd-$,INE639B01015
GGAUTO, ,GG Automotive Gears Ltd,INE493B01017
VISTAPH, ,Vista Pharmaceuticals Ltd,INE427C01021
CRYOGENIC, ,Cryogenic Ogs Ltd,INE0TL001013
INDRANIB, ,Indrayani Biotech Ltd,INE007C01021
PHYTO, ,Phyto Chem India Ltd,INE037C01010
STLSTRINF, ,Steel Strips Infrastructures Ltd,INE205F01016
BRRL, ,B-Right Realestate Ltd,INE0IZQ01016
RIR, ,RIR Power Electronics Ltd,INE302D01024
SHKARTP, ,Shree Karthik Papers Ltd,INE538D01015
SLSTLQ, ,Sri Lakshmi Saraswathi Textiles Arni Ltd-$,INE456D01010
INFIBPP, ,INFIBEAM AVENUES Ltd,IN9483S01010
NIF100IETF, ,ICICI Prudential Nifty 100 ETF,INF109KC16V9
SPL, ,Swashthik Plascon Ltd,INE0RDR01012
VASUDHAGAM, ,Vasudhagama Enterprises Ltd,INE583K01016
SVARTCORP, ,Swasti Vinayaka Art And Heritage Corporation Ltd,INE895A01023
SVAINDIA, ,SVA India Ltd,INE763K01014
MODAIRY, ,Modern Dairies Ltd,INE617B01011
RASIELEC, ,Rasi Electrodes Ltd,INE822D01021
VARDHMAN, ,Vardhman Concrete Ltd,INE115C01014
PREMSYN, ,Premier Synthetics Ltd,INE940N01012
VICTMILL, ,Victoria Mills Ltd,INE203D01016
AMARSEC, ,Amarnath Securities Ltd,INE745P01010
BARODARY, ,Baroda Rayon Corporation Ltd,INE461A01024
SCARNOSE, ,Scarnose International Ltd,INE0IXR01019
BRADYM, ,Brady & Morris Engineering Company Ltd,INE856A01017
MARGOFIN, ,Margo Finance Ltd,INE680B01019
GODAVARI, ,Godavari Drugs Ltd,INE362C01012
PRAGBOS, ,Prag Bosimi Synthetics Ltd,INE962B01011
LABELKRAFT, ,Labelkraft Technologies Ltd,INE0NLJ01011
7TEC, ,Saven Technologies Ltd,INE856B01023
SICL, ,Suvidha Infraestate Corporation Ltd,INE936N01010
ALPHAETF, ,Mirae Asset Nifty 200 Alpha 30 ETF,INF769K01KU7
RASANDIK, ,Rasandik Engineering Industries India Ltd-$,INE682D01011
DJSSS, ,DJS Stock & Shares Ltd,INE234E01027
MINOLTAF, ,Minolta Finance Ltd,INE514C01026
KKALPANAIND, ,Kkalpana Industries (India) Ltd,INE301C01028
ADHIRAJ, ,Adhiraj Distributors Ltd,INE067R01015
ANJANIFIN, ,Anjani Finance Ltd,INE283D01018
SONALAD, ,Sonal Adhesives Ltd,INE344I01017
DWL, ,Dhruv Wellness Ltd,INE109Y01011
VOEPL, ,Virtuoso Optoelectronics Ltd,INE0I0T01010
VINVANI, ,Vinayak Vanijya Ltd,INE132V01019
ACGL, ,Automobile Corporation of Goa Ltd-$,INE451C01013
DIDL, ,Dalmia Industrial Development Ltd,INE642P01019
SINNAR, ,Sinnar Bidi Udyog Ltd,INE896E01023
FAMILYCARE, ,Family Care Hospitals Ltd,INE146N01016
SURYALA, ,Suryalata Spinning Mills Ltd-$,INE132C01027
SBECSUG, ,SBEC Sugar Ltd,INE948G01019
CONTAINER, ,Containerway International Ltd,INE319U01022
NATRAJPR, ,Natraj Proteins Ltd,INE444D01016
SVS, ,SVS Ventures Ltd,INE0MID01012
TOP10ADD, ,DSP Nifty Top 10 Equal Weight ETF,INF740KA1UR9
JMGCORP, ,JMG Corporation Ltd,INE745F01011
NIRLON, ,Nirlon Ltd,INE910A01012
GAGAN, ,Gagan Gases Ltd,INE076D01016
YASTF, ,Yash Trading & Finance Ltd,INE745A01012
CHLLTD, ,CHL Ltd,INE790D01020
08BPB, ,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - BONUS PLAN(Issue Price: 0.01),INF204KB15S8
WELSPLSOL, ,Welspun Specialty Solutions Ltd,INE731F01037
MASCH, ,Master Chemicals Ltd,INE523D01017
ASRL, ,Add-Shop ERetail Ltd,INE01B501018
BPCAP, ,B. P. Capital Ltd,INE947C01010
SHERVANI, ,Shervani Industrial Syndicate Ltd,INE011D01013
FILME, ,Filmcity Media Ltd,INE600B01033
VISTARAMAR, ,Vistar Amar Ltd,INE878P01019
INTERNET, ,Mirae Asset Nifty India Internet ETF,INF769K01PB6
INDRENEW, ,IND Renewable Energy Ltd,INE138O01029
ACCEDERE, ,Accedere Ltd,INE578B01015
PHCAP, ,PH Capital Ltd,INE160F01013
SPINAROO, ,Spinaroo Commercial Ltd,INE10XX01012
MITSHI, ,Mitshi India Ltd,INE844D01017
GANHOLD, ,Ganesh Holdings Ltd,INE932M01011
SBINEQWETF, ,SBI NIFTY50 EQUAL WEIGHT ETF,INF200KB1282
TCFCFINQ, ,TCFC Finance Ltd,INE389D01013
SHAHISHIP, ,Shahi Shipping Ltd-$,INE825D01016
PERVASIVE, ,Pervasive Commodities Ltd,INE443P01038
AXISVALUE, ,Axis Nifty500 Value 50 ETF,INF846KA1119
NIKKIGL, ,Nikki Global Finance Ltd,INE526C01012
PHOSPHATE, ,The Phosphate Company Ltd,INE398C01016
SHANTIGURU, ,Shanti Guru Industries Ltd,INE892L01019
CAPRIHANS, ,Caprihans India Ltd-$,INE479A01018
SRGFFL, ,SRG Fingrow Finance Ltd,INE326P01019
CELLA, ,Cella Space Ltd,INE266H01014
TIGERLOGS, ,Tiger Logistics (India) Ltd,INE906O01029
SWRNASE, ,Swarna Securities Ltd,INE595G01018
RADHEDE, ,Radhe Developers India Ltd,INE986B01044
GEMSI, ,Gemstone Investments Ltd,INE503D01027
KANCOTEA, ,Kanco Tea & Industries Ltd,INE398L01017
DIKSAT, ,Diksat Transworld Ltd,INE942P01013
SHYAMACOMP, ,Shyama Computronics and Services Ltd,INE861E01019
ITETF, ,Mirae Asset Nifty IT ETF,INF769K01KV5
PWASML, ,Prakash Woollen & Synthetic Mills Ltd,INE523I01016
KUMPFIN, ,Kumbhat Financial Services Ltd,INE795E01019
CROPSTER, ,Cropster Agro Ltd,INE293E01031
ITL, ,ITL Industries Ltd-$,INE478D01014
UNIROYAL, ,Uniroyal Industries Ltd,INE980D01019
SUPRATRE, ,Supra Trends Ltd,INE533B01028
CMMHOSP, ,Chennai Meenakshi Multispeciality Hospital Ltd-$,INE889F01017
INDIAGLYCO, ,India Glycols Ltd,INE560A01015
HARLETH, ,Haryana Leather Chemicals Ltd,INE681F01018
INDXTRA, ,IEL Ltd,INE056E01024
RGF, ,RGF Capital Markets Ltd,INE684D01025
SWARNSAR, ,Swarnsarita Jewels India Ltd,INE967A01012
CHORDIA, ,Chordia Food Products Ltd,INE975C01011
PRIYALT, ,Priya Ltd-$,INE686C01014
JOINDRE, ,Joindre Capital Services Ltd,INE024B01010
ASIACAP, ,Asia Capital Ltd,INE131Q01011
METALCO, ,Metal Coatings India Ltd,INE161E01014
SHILINDORE, ,Sayaji Hotels (Indore) Ltd,INE0MGS01014
UNISHIRE, ,Unishire Urban Infra Ltd,INE210P01015
SVCIND, ,SVC INDUSTRIES Ltd,INE038B01010
RELIABVEN, ,Reliable Ventures India Ltd,INE419H01019
EQUILATERA, ,Equilateral Enterprises Ltd,INE060N01019
SILVERPRL, ,Silver Pearl Hospitality & Luxury Spaces Ltd,INE0KXN01014
MERCANTILE, ,Mercantile Ventures Ltd,INE689O01013
STELLAR, ,Stellar Capital Services Ltd,INE325P01011
PRAVEG, ,Praveg Ltd,INE722B01019
SAICAPI, ,Sai Capital Ltd,INE531X01018
BNRUDY, ,BNR Udyog Ltd,INE355C01016
BOMBWIR, ,Bombay Wire Ropes Ltd,INE089T01023
BANKNIFTY1, ,Kotak Nifty Bank ETF,INF174K01F59
STARLOG, ,Starlog Enterprises Ltd,INE580C01019
RCCL, ,Rajasthan Cylinders & Containers Ltd,INE929D01016
COSMICCRF, ,Cosmic CRF Ltd,INE0ORA01015
VVIPIL, ,VVIP Infratech Ltd,INE0MNP01016
ABHIJIT, ,Abhijit Trading Company Ltd,INE994N01019
LEADFIN, ,Lead Financial Services Ltd,INE531D01010
SHRIDINE, ,Shri Dinesh Mills Ltd-$,INE204C01024
NAPSGLOBAL, ,NAPS Global India Ltd,INE0VNH01014
JETKINGQ, ,Jetking Infotrain Ltd,INE919C01019
TFLL, ,Tirupati Finlease Ltd,INE027S01017
UNIFIED, ,Unified Data Tech Solutions Ltd,INE1ABX01018
OSEASPR, ,Oseaspre Consultants Ltd,INE880P01015
PIONRINV, ,Pioneer Investcorp Ltd,INE746D01014
KAYPOWR, ,Kay Power and Paper Ltd,INE961B01013
HEALTHY, ,Aditya Birla Sun Life Nifty Healthcare ETF,INF209KB10C2
INTEGRAEN, ,Integra Engineering India Ltd,INE984B01023
INNOVATORS, ,Innovators Facade Systems Ltd,INE870Z01015
ARIGATO, ,Arigato Universe Ltd,INE021N01011
INOVSYNTH, ,Innovassynth Investments Ltd,INE690J01011
ATHENAGLO, ,Athena Global Technologies Ltd-$,INE576B01019
CCAL, ,City Crops Agro Ltd,INE0M7501019
STCORP, ,S & T Corporation Ltd,INE110Q01023
CFEL, ,Confidence Futuristic Energetech Ltd,INE700F01024
GITARENEW, ,Gita Renewable Energy Ltd,INE776O01018
PURPLEFIN, ,Purple Finance Ltd,INE0CYK01015
AUTOINT, ,Autoriders International Ltd,INE340U01010
CITYON, ,Cityon Systems (India) Ltd,INE324P01014
MODIS, ,Modis Navnirman Ltd,INE0L0L01012
RAGHUNAT, ,Raghunath International Ltd,INE753B01014
SHARPLINE, ,Sharpline Broadcast Ltd,INE647W01014
SANDUPHQ, ,Sandu Pharmaceuticals Ltd,INE751D01014
MMRUBBR-B, ,MM Rubber Company Ltd,INE159E01026
ICON, ,Icon Facilitators Ltd,INE0Y0E01012
SHANMUGA, ,Shanmuga Hospital Ltd,INE0TD301017
SUGALDAM, ,Sugal & Damani Share Brokers Ltd,INE309D01011
KPL, ,Kwality Pharmaceuticals Ltd,INE552U01010
SBECSYS, ,SBEC Systems India Ltd,INE689V01018
JULIEN, ,Julien Agro Infratech Ltd,INE890N01027
JKAGRI, ,JK Agri Genetics Ltd,INE690O01011
ALNATRD, ,Alna Trading & Exports Ltd,INE07I701011
RISHIROOP, ,Rishiroop Ltd,INE582D01013
GUJCONT, ,Gujarat Containers Ltd,INE276I01011
BANKETFADD, ,DSP Nifty Bank ETF,INF740KA1RX3
BENARAS, ,Benares Hotels Ltd,INE664D01019
ORGCOAT, ,Organic Coatings Ltd,INE412E01011
SYBLY, ,Sybly Industries Ltd-$,INE080D01042
SWANDEF, ,Swan Defence And Heavy Industries Ltd,INE542F01020
SBLI, ,SBL Infratech Ltd,INE0DLM01024
PARMESHWAR, ,Parmeshwar Metal Ltd,INE0QQJ01021
ZSVARAJT, ,Svaraj Trading & Agencies Ltd ,INE406N01014
ASIAPAK, ,Asia Pack Ltd,INE784M01016
KAARYAFSL, ,Kaarya Facilities and Services Ltd,INE282Y01016
LOWVOL, ,Mirae Asset Nifty 100 Low Volatility 30 ETF,INF769K01JU9
KEMISTAR, ,Kemistar Corporation Ltd,INE971L01029
ECSTSTL, ,Eastcoast Steel Ltd,INE315F01013
VTMLTD, ,VTM Ltd,INE222F01029
AUTOPRD, ,Automobile Products of India Ltd,INE0NY101012
YARNPP, ,Yarn Syndicate Ltd,IN9564C01011
SMFIL, ,Smiths & Founders (India) Ltd,INE728B01032
PASUFIN, ,Pasupati Fincap Ltd,INE527C01010
SCANPRO, ,Scan Projects Ltd,INE393D01015
DECOMIC, ,Deco Mica Ltd,INE907E01010
TUTIALKA, ,Tuticorin Alkali Chemicals And Fertilizers Ltd,INE400A01014
INDTONER, ,Indian Toners & Developers Ltd-$,INE826B01018
SHAMROIN, ,Shamrock Industrial Company Ltd,INE022F01015
3CIT, ,3C IT Solutions and Telecoms (India) Ltd,INE0R7D01018
ELANGO, ,Elango Industries Ltd,INE594D01018
NEXUSSURGL, ,Nexus Surgical And Medicare Ltd,INE370Q01015
SKIL, ,SKIL Infrastructure Ltd,INE429F01012
DECPO, ,Deccan Polypacks Ltd,INE132E01015
SWASTIKA, ,Swastika Investmart Ltd,INE691C01022
KABSON, ,Kabsons Industries Ltd,INE645C01010
PJL, ,Patdiam Jewellery Ltd,INE473T01011
PURETROP, ,Puretrop Fruits  Ltd,INE795D01011
ONTIC, ,Ontic Finserve Ltd,INE989S01042
JOSTS, ,Josts Engineering Company Ltd,INE636D01041
APMIN, ,APM Industries Ltd-$,INE170D01025
SKYIND, ,Sky Industries Ltd-$,INE765B01018
DHENUBUILD, ,Dhenu Buildcon Infra Ltd,INE758D01027
BILLWIN, ,Billwin Industries Ltd,INE0CRS01012
GFSTEELS, ,Grand Foundry Ltd,INE534A01028
PREMCAPM, ,Premium Capital Market & Investments Ltd,INE555D01019
DHANROTO, ,Dhanalaxmi Roto Spinners Ltd,INE220C01012
HDFCBSE500, ,HDFC S&P BSE 500 ETF,INF179KC1EZ4
SNXT30BEES, ,Nippon India BSE Sensex Next 30 ETF,INF204KC1EZ3
MUNCAPM, ,Munoth Capital Markets Ltd,INE910G01027
ESG, ,Mirae Asset Nifty 100 ESG Sector Leaders ETF,INF769K01GS9
GOKAKTEX, ,Gokak Textiles Ltd,INE642I01014
MAHAVEER, ,Mahaveer Infoway Ltd,INE019D01016
TYCHE, ,Tyche Industries Ltd,INE443B01012
SOVERDIA, ,Sovereign Diamonds Ltd,INE959D01013
QUAL30IETF, ,ICICI Prudential Nifty 200 Quality 30 ETF,INF109KC18V5
VEDANTASSET, ,Vedant Asset Ltd,INE0NC801013
RESGEN, ,Resgen Ltd,INE0NYN01016
SAGARSOFT, ,Sagarsoft (India) Ltd,INE184B01012
ICL, ,Indo Cotspin Ltd,INE407P01017
UNISON, ,Unison Metals Ltd,INE099D01018
DLCL, ,Dr Lalchandani Labs Ltd,INE871Z01013
TOTEM, ,Forbes Precision Tools and Machine Parts Ltd,INE0TT901016
LERTHAI, ,Lerthai Finance Ltd,INE347D01011
AGRIBIO, ,Agribio Spirits Ltd,INE679E01015
ZDHJERK, ,Dhanvantri Jeevan Rekha Ltd,INE239F01015
SSWRL, ,Shree Steel Wire Ropes Ltd,INE387D01025
VIPULORG, ,Vipul Organics Ltd,INE834D01018
SALEM, ,Salem Erode Investments Ltd,INE894E01028
NORRIS, ,Norris Medicines Ltd,INE744C01029
MORARKFI, ,Morarka Finance Ltd,INE367A01015
BHAGWOX, ,Bhagawati Oxygen Ltd,INE026I01010
POLYTEX, ,Polytex India Ltd,INE012F01016
TPROJECT, ,Thirani Projects Ltd,INE901C01017
HDFCNIFBAN, ,HDFC Nifty Banking ETF,INF179KC1HY0
NIFMID150, ,UTI NIFTY MIDCAP 150 ETF,INF789F1AYX9
SOBME, ,Sobhagya Mercantile Ltd,INE754D01018
ASHRAM, ,Ashram Online.Com Ltd,INE293C01019
POONADAL, ,Poona Dal & Oil Industries Ltd,INE809E01018
NDMETAL, ,ND Metal Industries Ltd,INE643D01013
SHASHIJIT, ,Shashijit Infraprojects Ltd,INE700V01021
TECHNVISN, ,TechNVision Ventures Ltd,INE314H01012
